Process ID: [1777321] | Arguments:
    all_files: True
    file: Bio-Medical
    model: chatgpt
    temperature: 1.0
    top_p: 1.0
    early_stopping: False
    do_sample: False
    num_beams: 1
    top_k: 50
    data_dir: ./annotation/query/
    save_dir: ./decoding-strategy_data/chatgpt_top-p_10/
    load_in_4bit: False
    load_in_8bit: False
Process ID: [1777321] | Device: cuda:0
Process ID: [1777321] | Loading data from ./annotation/query/Bio-Medical.json | Total 200

  0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [1777321] | Model: chatgpt | File: Bio-Medical | Saving 0 items to ./decoding-strategy_data/chatgpt_top-p_10/Bio-Medical.json

  0%|▎                                                              | 1/200 [00:07<25:33,  7.70s/it]
  1%|▋                                                              | 2/200 [00:17<29:23,  8.91s/it]
  2%|▉                                                              | 3/200 [00:27<30:42,  9.35s/it]
  2%|█▎                                                             | 4/200 [00:35<29:02,  8.89s/it]
  2%|█▌                                                             | 5/200 [00:44<29:10,  8.98s/it]
  3%|█▉                                                             | 6/200 [00:55<30:41,  9.49s/it]
  4%|██▏                                                            | 7/200 [01:03<29:17,  9.10s/it]
  4%|██▌                                                            | 8/200 [01:11<28:19,  8.85s/it]
  4%|██▊                                                            | 9/200 [01:22<30:25,  9.56s/it]
  5%|███                                                           | 10/200 [01:38<36:22, 11.49s/it]
  6%|███▍                                                          | 11/200 [01:53<39:25, 12.52s/it]
  6%|███▋                                                          | 12/200 [02:02<35:34, 11.35s/it]
  6%|████                                                          | 13/200 [02:12<33:54, 10.88s/it]
 18%|███████████▍                                                  | 37/200 [07:38<32:52, 12.10s/it]
 19%|███████████▊                                                  | 38/200 [07:48<30:52, 11.43s/it]
 20%|████████████                                                  | 39/200 [08:06<35:40, 13.30s/it]
 20%|████████████▍                                                 | 40/200 [08:17<33:57, 12.73s/it]
 20%|████████████▋                                                 | 41/200 [08:26<30:54, 11.66s/it]
 21%|█████████████                                                 | 42/200 [08:32<26:21, 10.01s/it]
 22%|█████████████▎                                                | 43/200 [08:49<31:40, 12.11s/it]
 22%|█████████████▋                                                | 44/200 [09:01<31:15, 12.02s/it]
 22%|█████████████▉                                                | 45/200 [09:13<31:06, 12.04s/it]
 23%|██████████████▎                                               | 46/200 [09:22<28:47, 11.22s/it]
 24%|██████████████▌                                               | 47/200 [09:34<28:44, 11.27s/it]
 24%|██████████████▉                                               | 48/200 [09:44<27:44, 10.95s/it]
 24%|███████████████▏                                              | 49/200 [09:59<30:51, 12.26s/it]
 25%|███████████████▌                                              | 50/200 [10:07<27:24, 10.96s/it]
 26%|███████████████▊                                              | 51/200 [10:21<28:59, 11.67s/it]
 26%|████████████████                                              | 52/200 [10:29<26:16, 10.65s/it]
 26%|████████████████▍                                             | 53/200 [10:41<27:10, 11.10s/it]
 27%|████████████████▋                                             | 54/200 [10:54<28:29, 11.71s/it]
 28%|█████████████████                                             | 55/200 [11:13<33:21, 13.80s/it]
 28%|█████████████████▎                                            | 56/200 [11:25<32:05, 13.37s/it]
 28%|█████████████████▋                                            | 57/200 [11:33<28:12, 11.84s/it]
 29%|█████████████████▉                                            | 58/200 [11:51<32:19, 13.66s/it]
 30%|██████████████████▎                                           | 59/200 [12:05<32:20, 13.76s/it]
 30%|██████████████████▌                                           | 60/200 [12:20<32:27, 13.91s/it]
 30%|██████████████████▉                                           | 61/200 [12:32<31:09, 13.45s/it]
 31%|███████████████████▏                                          | 62/200 [12:49<33:31, 14.58s/it]
 32%|███████████████████▌                                          | 63/200 [12:58<29:28, 12.91s/it]
 32%|███████████████████▊                                          | 64/200 [13:05<25:06, 11.08s/it]
 32%|████████████████████▏                                         | 65/200 [13:15<24:28, 10.88s/it]
 33%|████████████████████▍                                         | 66/200 [13:29<26:15, 11.76s/it]
 34%|████████████████████▊                                         | 67/200 [13:41<25:48, 11.64s/it]
 34%|█████████████████████                                         | 68/200 [13:52<25:22, 11.54s/it]
 34%|█████████████████████▍                                        | 69/200 [14:05<25:54, 11.87s/it]
 35%|█████████████████████▋                                        | 70/200 [14:16<25:42, 11.87s/it]
 36%|██████████████████████                                        | 71/200 [14:28<25:06, 11.68s/it]
 36%|██████████████████████▎                                       | 72/200 [14:38<24:02, 11.27s/it]
 36%|██████████████████████▋                                       | 73/200 [14:47<22:19, 10.54s/it]
 37%|██████████████████████▉                                       | 74/200 [15:01<24:19, 11.58s/it]
 38%|███████████████████████▎                                      | 75/200 [15:13<24:16, 11.65s/it]
 38%|███████████████████████▌                                      | 76/200 [15:25<24:45, 11.98s/it]
 38%|███████████████████████▊                                      | 77/200 [15:32<21:20, 10.41s/it]
 39%|████████████████████████▏                                     | 78/200 [15:46<23:28, 11.55s/it]
 40%|████████████████████████▍                                     | 79/200 [15:53<20:17, 10.06s/it]
 40%|████████████████████████▊                                     | 80/200 [16:07<22:41, 11.35s/it]
 40%|█████████████████████████                                     | 81/200 [16:16<21:11, 10.68s/it]
 41%|█████████████████████████▍                                    | 82/200 [16:33<24:33, 12.49s/it]
 42%|█████████████████████████▋                                    | 83/200 [16:44<23:24, 12.00s/it]
 42%|██████████████████████████                                    | 84/200 [16:53<21:35, 11.17s/it]
 42%|██████████████████████████▎                                   | 85/200 [17:03<20:35, 10.74s/it]FunctionTimedOut
Retrying...

 43%|██████████████████████████▋                                   | 86/200 [17:37<33:33, 17.66s/it]
 44%|██████████████████████████▉                                   | 87/200 [17:49<29:59, 15.92s/it]
 44%|███████████████████████████▎                                  | 88/200 [17:59<26:44, 14.33s/it]
 44%|███████████████████████████▌                                  | 89/200 [18:09<23:53, 12.91s/it]
 45%|███████████████████████████▉                                  | 90/200 [18:17<20:57, 11.43s/it]
 46%|████████████████████████████▏                                 | 91/200 [18:26<19:40, 10.83s/it]
 46%|████████████████████████████▌                                 | 92/200 [18:36<19:08, 10.64s/it]
 46%|████████████████████████████▊                                 | 93/200 [18:49<20:14, 11.35s/it]
 47%|█████████████████████████████▏                                | 94/200 [19:01<20:19, 11.50s/it]
 48%|█████████████████████████████▍                                | 95/200 [19:11<19:22, 11.07s/it]FunctionTimedOut
Retrying...

 48%|█████████████████████████████▊                                | 96/200 [19:47<31:44, 18.31s/it]
 48%|██████████████████████████████                                | 97/200 [19:57<27:18, 15.90s/it]
 49%|██████████████████████████████▍                               | 98/200 [20:08<24:35, 14.46s/it]
 50%|██████████████████████████████▋                               | 99/200 [20:18<22:11, 13.19s/it]
 50%|██████████████████████████████▌                              | 100/200 [20:27<19:57, 11.98s/it]
 50%|██████████████████████████████▊                              | 101/200 [20:38<18:59, 11.51s/it]
 51%|███████████████████████████████                              | 102/200 [20:46<17:11, 10.52s/it]
 52%|███████████████████████████████▍                             | 103/200 [20:55<16:11, 10.01s/it]
 52%|███████████████████████████████▋                             | 104/200 [21:05<16:16, 10.17s/it]
 52%|████████████████████████████████                             | 105/200 [21:19<17:58, 11.36s/it]
 53%|████████████████████████████████▎                            | 106/200 [21:31<17:57, 11.47s/it]
 54%|████████████████████████████████▋                            | 107/200 [21:44<18:32, 11.97s/it]
 54%|████████████████████████████████▉                            | 108/200 [21:58<18:55, 12.35s/it]
 55%|█████████████████████████████████▏                           | 109/200 [22:13<20:02, 13.22s/it]
 55%|█████████████████████████████████▌                           | 110/200 [22:23<18:23, 12.26s/it]
 56%|█████████████████████████████████▊                           | 111/200 [22:35<18:17, 12.33s/it]
 56%|██████████████████████████████████▏                          | 112/200 [22:46<17:07, 11.68s/it]
 56%|██████████████████████████████████▍                          | 113/200 [22:55<15:49, 10.91s/it]
 57%|██████████████████████████████████▊                          | 114/200 [23:08<16:36, 11.59s/it]
 57%|███████████████████████████████████                          | 115/200 [23:21<17:02, 12.02s/it]
 58%|███████████████████████████████████▍                         | 116/200 [23:30<15:34, 11.13s/it]
 58%|███████████████████████████████████▋                         | 117/200 [23:39<14:24, 10.42s/it]
 59%|███████████████████████████████████▉                         | 118/200 [23:47<13:20,  9.76s/it]
 60%|████████████████████████████████████▎                        | 119/200 [23:54<11:57,  8.86s/it]
 60%|████████████████████████████████████▌                        | 120/200 [24:04<12:27,  9.34s/it]
 60%|████████████████████████████████████▉                        | 121/200 [24:16<13:26, 10.21s/it]
 61%|█████████████████████████████████████▏                       | 122/200 [24:23<11:56,  9.19s/it]
 62%|█████████████████████████████████████▌                       | 123/200 [24:31<11:21,  8.85s/it]
 62%|█████████████████████████████████████▊                       | 124/200 [24:43<12:26,  9.83s/it]
 62%|██████████████████████████████████████▏                      | 125/200 [24:52<11:46,  9.42s/it]
 63%|██████████████████████████████████████▍                      | 126/200 [25:02<11:59,  9.73s/it]
 64%|██████████████████████████████████████▋                      | 127/200 [25:15<13:06, 10.78s/it]
 64%|███████████████████████████████████████                      | 128/200 [25:26<12:42, 10.59s/it]
 64%|███████████████████████████████████████▎                     | 129/200 [25:37<12:41, 10.73s/it]
 65%|███████████████████████████████████████▋                     | 130/200 [25:47<12:28, 10.69s/it]
 66%|███████████████████████████████████████▉                     | 131/200 [25:56<11:36, 10.10s/it]
 66%|████████████████████████████████████████▎                    | 132/200 [26:10<12:40, 11.18s/it]
 66%|████████████████████████████████████████▌                    | 133/200 [26:21<12:24, 11.11s/it]
 67%|████████████████████████████████████████▊                    | 134/200 [26:32<12:08, 11.03s/it]
 68%|█████████████████████████████████████████▏                   | 135/200 [26:41<11:26, 10.56s/it]
 68%|█████████████████████████████████████████▍                   | 136/200 [26:50<10:49, 10.14s/it]
 68%|█████████████████████████████████████████▊                   | 137/200 [27:03<11:23, 10.85s/it]
 69%|██████████████████████████████████████████                   | 138/200 [27:16<12:02, 11.66s/it]
 70%|██████████████████████████████████████████▍                  | 139/200 [27:28<12:01, 11.83s/it]
 70%|██████████████████████████████████████████▋                  | 140/200 [27:36<10:42, 10.71s/it]
 70%|███████████████████████████████████████████                  | 141/200 [27:48<10:44, 10.92s/it]
 71%|███████████████████████████████████████████▎                 | 142/200 [27:58<10:26, 10.81s/it]
 72%|███████████████████████████████████████████▌                 | 143/200 [28:13<11:26, 12.04s/it]
 72%|███████████████████████████████████████████▉                 | 144/200 [28:26<11:29, 12.31s/it]
 72%|████████████████████████████████████████████▏                | 145/200 [28:36<10:35, 11.55s/it]
 73%|████████████████████████████████████████████▌                | 146/200 [28:46<09:53, 10.99s/it]
 74%|████████████████████████████████████████████▊                | 147/200 [28:57<09:44, 11.02s/it]
 74%|█████████████████████████████████████████████▏               | 148/200 [29:11<10:20, 11.92s/it]
 74%|█████████████████████████████████████████████▍               | 149/200 [29:22<09:52, 11.62s/it]
 75%|█████████████████████████████████████████████▊               | 150/200 [29:31<09:08, 10.97s/it]
 76%|██████████████████████████████████████████████               | 151/200 [29:43<09:02, 11.08s/it]
 76%|██████████████████████████████████████████████▎              | 152/200 [29:52<08:21, 10.45s/it]
 76%|██████████████████████████████████████████████▋              | 153/200 [30:03<08:26, 10.77s/it]
 77%|██████████████████████████████████████████████▉              | 154/200 [30:19<09:23, 12.24s/it]
 78%|███████████████████████████████████████████████▎             | 155/200 [30:32<09:28, 12.64s/it]
 78%|███████████████████████████████████████████████▌             | 156/200 [30:45<09:11, 12.54s/it]
 78%|███████████████████████████████████████████████▉             | 157/200 [30:58<09:05, 12.69s/it]
 79%|████████████████████████████████████████████████▏            | 158/200 [31:06<08:02, 11.49s/it]
 80%|████████████████████████████████████████████████▍            | 159/200 [31:19<08:04, 11.82s/it]
 80%|████████████████████████████████████████████████▊            | 160/200 [31:29<07:32, 11.31s/it]
 80%|█████████████████████████████████████████████████            | 161/200 [31:40<07:10, 11.05s/it]
 81%|█████████████████████████████████████████████████▍           | 162/200 [31:48<06:27, 10.19s/it]
 82%|█████████████████████████████████████████████████▋           | 163/200 [31:57<06:11, 10.05s/it]
 82%|██████████████████████████████████████████████████           | 164/200 [32:12<06:45, 11.27s/it]
 82%|██████████████████████████████████████████████████▎          | 165/200 [32:21<06:13, 10.67s/it]
 83%|██████████████████████████████████████████████████▋          | 166/200 [32:31<05:54, 10.42s/it]
 84%|██████████████████████████████████████████████████▉          | 167/200 [32:41<05:43, 10.40s/it]
 84%|███████████████████████████████████████████████████▏         | 168/200 [32:51<05:24, 10.16s/it]
 84%|███████████████████████████████████████████████████▌         | 169/200 [33:01<05:16, 10.22s/it]
 85%|███████████████████████████████████████████████████▊         | 170/200 [33:13<05:25, 10.83s/it]
 86%|████████████████████████████████████████████████████▏        | 171/200 [33:24<05:17, 10.94s/it]
 86%|████████████████████████████████████████████████████▍        | 172/200 [33:35<05:06, 10.94s/it]
 86%|████████████████████████████████████████████████████▊        | 173/200 [33:49<05:15, 11.68s/it]
 87%|█████████████████████████████████████████████████████        | 174/200 [34:00<04:56, 11.42s/it]
 88%|█████████████████████████████████████████████████████▍       | 175/200 [34:12<04:52, 11.71s/it]
 88%|█████████████████████████████████████████████████████▋       | 176/200 [34:22<04:27, 11.14s/it]
 88%|█████████████████████████████████████████████████████▉       | 177/200 [34:35<04:31, 11.80s/it]
 89%|██████████████████████████████████████████████████████▎      | 178/200 [34:53<05:00, 13.67s/it]
 90%|██████████████████████████████████████████████████████▌      | 179/200 [35:07<04:50, 13.84s/it]
 90%|██████████████████████████████████████████████████████▉      | 180/200 [35:17<04:13, 12.65s/it]
 90%|███████████████████████████████████████████████████████▏     | 181/200 [35:31<04:05, 12.91s/it]
 91%|███████████████████████████████████████████████████████▌     | 182/200 [35:43<03:51, 12.84s/it]
 92%|███████████████████████████████████████████████████████▊     | 183/200 [35:53<03:18, 11.71s/it]
 92%|████████████████████████████████████████████████████████     | 184/200 [36:07<03:19, 12.48s/it]
 92%|████████████████████████████████████████████████████████▍    | 185/200 [36:21<03:15, 13.04s/it]
 93%|████████████████████████████████████████████████████████▋    | 186/200 [36:34<03:00, 12.88s/it]
 94%|█████████████████████████████████████████████████████████    | 187/200 [36:44<02:36, 12.04s/it]
 94%|█████████████████████████████████████████████████████████▎   | 188/200 [36:55<02:20, 11.67s/it]
 94%|█████████████████████████████████████████████████████████▋   | 189/200 [37:06<02:07, 11.62s/it]
 95%|█████████████████████████████████████████████████████████▉   | 190/200 [37:18<01:57, 11.71s/it]
 96%|██████████████████████████████████████████████████████████▎  | 191/200 [37:27<01:38, 10.91s/it]
 96%|██████████████████████████████████████████████████████████▌  | 192/200 [37:37<01:24, 10.55s/it]
 96%|██████████████████████████████████████████████████████████▊  | 193/200 [37:49<01:18, 11.16s/it]
 97%|███████████████████████████████████████████████████████████▏ | 194/200 [37:59<01:04, 10.78s/it]
 98%|███████████████████████████████████████████████████████████▍ | 195/200 [38:13<00:58, 11.76s/it]
 98%|███████████████████████████████████████████████████████████▊ | 196/200 [38:24<00:46, 11.52s/it]
 98%|████████████████████████████████████████████████████████████ | 197/200 [38:34<00:33, 11.06s/it]
 99%|████████████████████████████████████████████████████████████▍| 198/200 [38:43<00:21, 10.53s/it]
100%|████████████████████████████████████████████████████████████▋| 199/200 [38:56<00:11, 11.12s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [39:06<00:00, 10.83s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [39:06<00:00, 11.73s/it]
Process ID: [1777321] | Model: chatgpt | File: Bio-Medical | Saving 200 items to ./decoding-strategy_data/chatgpt_top-p_10/Bio-Medical.json
Process ID: [1777321] | 0 items left | Exit
Process ID: [1777321] | Loading data from ./annotation/query/Finance.json | Total 200

  0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [1777321] | Model: chatgpt | File: Finance | Saving 0 items to ./decoding-strategy_data/chatgpt_top-p_10/Finance.json

  0%|▎                                                              | 1/200 [00:11<39:44, 11.98s/it]
  1%|▋                                                              | 2/200 [00:21<34:17, 10.39s/it]
  2%|▉                                                              | 3/200 [00:31<33:13, 10.12s/it]
  2%|█▎                                                             | 4/200 [00:47<41:36, 12.73s/it]
  2%|█▌                                                             | 5/200 [00:59<40:38, 12.50s/it]
  3%|█▉                                                             | 6/200 [01:14<42:14, 13.07s/it]
  4%|██▏                                                            | 7/200 [01:22<36:45, 11.43s/it]
  4%|██▌                                                            | 8/200 [01:29<32:49, 10.26s/it]
  4%|██▊                                                            | 9/200 [01:43<36:14, 11.38s/it]
  5%|███                                                           | 10/200 [01:55<36:34, 11.55s/it]
  6%|███▍                                                          | 11/200 [02:08<37:20, 11.86s/it]
  6%|███▋                                                          | 12/200 [02:20<37:46, 12.06s/it]
  6%|████                                                          | 13/200 [02:30<35:44, 11.47s/it]
  7%|████▎                                                         | 14/200 [02:46<39:03, 12.60s/it]
  8%|████▋                                                         | 15/200 [02:53<34:07, 11.07s/it]
  8%|████▉                                                         | 16/200 [03:04<34:01, 11.10s/it]
  8%|█████▎                                                        | 17/200 [03:14<32:48, 10.76s/it]
  9%|█████▌                                                        | 18/200 [03:24<32:00, 10.55s/it]
 10%|█████▉                                                        | 19/200 [03:34<31:16, 10.37s/it]
 10%|██████▏                                                       | 20/200 [03:43<29:38,  9.88s/it]
 10%|██████▌                                                       | 21/200 [03:56<32:20, 10.84s/it]
 11%|██████▊                                                       | 22/200 [04:09<34:23, 11.59s/it]
 12%|███████▏                                                      | 23/200 [04:17<30:52, 10.47s/it]
 12%|███████▍                                                      | 24/200 [04:28<30:38, 10.45s/it]
 12%|███████▊                                                      | 25/200 [04:43<34:27, 11.81s/it]
 13%|████████                                                      | 26/200 [04:56<35:14, 12.15s/it]
 14%|████████▎                                                     | 27/200 [05:10<37:18, 12.94s/it]
 14%|████████▋                                                     | 28/200 [05:21<35:26, 12.36s/it]
 14%|████████▉                                                     | 29/200 [05:32<34:03, 11.95s/it]
 15%|█████████▎                                                    | 30/200 [05:48<37:00, 13.06s/it]
 16%|█████████▌                                                    | 31/200 [05:57<33:31, 11.90s/it]
 16%|█████████▉                                                    | 32/200 [06:06<30:57, 11.05s/it]
 16%|██████████▏                                                   | 33/200 [06:15<28:48, 10.35s/it]
 17%|██████████▌                                                   | 34/200 [06:24<27:28,  9.93s/it]
 18%|██████████▊                                                   | 35/200 [06:35<28:05, 10.22s/it]
 18%|███████████▏                                                  | 36/200 [06:44<26:51,  9.83s/it]
 18%|███████████▍                                                  | 37/200 [06:55<27:53, 10.27s/it]
 19%|███████████▊                                                  | 38/200 [07:05<27:14, 10.09s/it]
 20%|████████████                                                  | 39/200 [07:15<27:09, 10.12s/it]
 20%|████████████▍                                                 | 40/200 [07:28<29:30, 11.06s/it]
 20%|████████████▋                                                 | 41/200 [07:37<27:43, 10.46s/it]
 21%|█████████████                                                 | 42/200 [07:48<27:28, 10.43s/it]
 22%|█████████████▎                                                | 43/200 [07:59<27:53, 10.66s/it]
 22%|█████████████▋                                                | 44/200 [08:08<26:55, 10.36s/it]FunctionTimedOut
Retrying...

 22%|█████████████▉                                                | 45/200 [08:48<49:02, 18.99s/it]
 23%|██████████████▎                                               | 46/200 [09:06<48:24, 18.86s/it]
 24%|██████████████▌                                               | 47/200 [09:18<42:31, 16.67s/it]
 24%|██████████████▉                                               | 48/200 [09:33<40:56, 16.16s/it]
 24%|███████████████▏                                              | 49/200 [09:45<38:09, 15.16s/it]
 25%|███████████████▌                                              | 50/200 [10:03<39:56, 15.97s/it]
 26%|███████████████▊                                              | 51/200 [10:16<37:23, 15.06s/it]
 26%|████████████████                                              | 52/200 [10:29<35:33, 14.42s/it]
 26%|████████████████▍                                             | 53/200 [10:45<36:17, 14.81s/it]
 27%|████████████████▋                                             | 54/200 [10:59<35:18, 14.51s/it]
 28%|█████████████████                                             | 55/200 [11:09<31:43, 13.13s/it]
 28%|█████████████████▎                                            | 56/200 [11:22<31:32, 13.15s/it]
 28%|█████████████████▋                                            | 57/200 [11:31<28:28, 11.94s/it]
 29%|█████████████████▉                                            | 58/200 [11:43<28:14, 11.93s/it]
 30%|██████████████████▎                                           | 59/200 [11:54<27:41, 11.79s/it]
 30%|██████████████████▌                                           | 60/200 [12:03<25:41, 11.01s/it]
 30%|██████████████████▉                                           | 61/200 [12:16<26:21, 11.38s/it]
 31%|███████████████████▏                                          | 62/200 [12:25<24:27, 10.64s/it]
 32%|███████████████████▌                                          | 63/200 [12:35<24:16, 10.63s/it]
 32%|███████████████████▊                                          | 64/200 [12:44<23:05, 10.19s/it]
 32%|████████████████████▏                                         | 65/200 [12:52<20:58,  9.32s/it]
 33%|████████████████████▍                                         | 66/200 [13:03<22:23, 10.03s/it]
 34%|████████████████████▊                                         | 67/200 [13:12<21:07,  9.53s/it]
 34%|█████████████████████                                         | 68/200 [13:24<23:01, 10.47s/it]
 34%|█████████████████████▍                                        | 69/200 [13:33<21:53, 10.03s/it]
 35%|█████████████████████▋                                        | 70/200 [13:44<21:49, 10.08s/it]
 36%|██████████████████████                                        | 71/200 [13:50<19:36,  9.12s/it]
 36%|██████████████████████▎                                       | 72/200 [13:59<19:17,  9.04s/it]
 36%|██████████████████████▋                                       | 73/200 [14:11<21:01,  9.93s/it]
 37%|██████████████████████▉                                       | 74/200 [14:24<22:47, 10.86s/it]
 38%|███████████████████████▎                                      | 75/200 [14:35<22:37, 10.86s/it]
 38%|███████████████████████▌                                      | 76/200 [14:46<22:37, 10.95s/it]
 38%|███████████████████████▊                                      | 77/200 [14:58<22:53, 11.17s/it]
 39%|████████████████████████▏                                     | 78/200 [15:08<22:12, 10.92s/it]
 40%|████████████████████████▍                                     | 79/200 [15:18<21:03, 10.44s/it]
 40%|████████████████████████▊                                     | 80/200 [15:26<19:47,  9.90s/it]
 40%|█████████████████████████                                     | 81/200 [15:38<20:57, 10.57s/it]
 41%|█████████████████████████▍                                    | 82/200 [15:52<22:44, 11.56s/it]
 42%|█████████████████████████▋                                    | 83/200 [16:04<22:51, 11.73s/it]
 42%|██████████████████████████                                    | 84/200 [16:13<20:57, 10.84s/it]
 42%|██████████████████████████▎                                   | 85/200 [16:26<22:05, 11.52s/it]
 43%|██████████████████████████▋                                   | 86/200 [16:43<24:44, 13.02s/it]
 44%|██████████████████████████▉                                   | 87/200 [17:00<26:40, 14.16s/it]
 44%|███████████████████████████▎                                  | 88/200 [17:13<26:07, 13.99s/it]
 44%|███████████████████████████▌                                  | 89/200 [17:21<22:38, 12.24s/it]
 45%|███████████████████████████▉                                  | 90/200 [17:31<20:46, 11.33s/it]
 46%|████████████████████████████▏                                 | 91/200 [17:44<21:26, 11.80s/it]
 46%|████████████████████████████▌                                 | 92/200 [17:50<18:30, 10.29s/it]
 46%|████████████████████████████▊                                 | 93/200 [18:01<18:39, 10.47s/it]
 47%|█████████████████████████████▏                                | 94/200 [18:11<18:11, 10.29s/it]
 48%|█████████████████████████████▍                                | 95/200 [18:25<19:56, 11.40s/it]
 48%|█████████████████████████████▊                                | 96/200 [18:32<17:38, 10.18s/it]
 48%|██████████████████████████████                                | 97/200 [18:41<16:33,  9.64s/it]
 49%|██████████████████████████████▍                               | 98/200 [18:52<17:21, 10.21s/it]
 50%|██████████████████████████████▋                               | 99/200 [19:01<16:17,  9.67s/it]
 50%|██████████████████████████████▌                              | 100/200 [19:12<17:06, 10.27s/it]
 50%|██████████████████████████████▊                              | 101/200 [19:23<17:17, 10.48s/it]
 51%|███████████████████████████████                              | 102/200 [19:35<17:50, 10.92s/it]
 52%|███████████████████████████████▍                             | 103/200 [19:51<20:04, 12.42s/it]
 52%|███████████████████████████████▋                             | 104/200 [20:02<19:06, 11.95s/it]
 52%|████████████████████████████████                             | 105/200 [20:14<18:40, 11.79s/it]
 53%|████████████████████████████████▎                            | 106/200 [20:25<18:14, 11.65s/it]
 54%|████████████████████████████████▋                            | 107/200 [20:33<16:35, 10.71s/it]
 54%|████████████████████████████████▉                            | 108/200 [20:43<15:57, 10.41s/it]
 55%|█████████████████████████████████▏                           | 109/200 [20:51<14:49,  9.77s/it]
 55%|█████████████████████████████████▌                           | 110/200 [21:05<16:13, 10.82s/it]
 56%|█████████████████████████████████▊                           | 111/200 [21:19<17:39, 11.90s/it]
 56%|██████████████████████████████████▏                          | 112/200 [21:34<18:36, 12.69s/it]
 56%|██████████████████████████████████▍                          | 113/200 [21:45<17:53, 12.34s/it]
 57%|██████████████████████████████████▊                          | 114/200 [21:57<17:38, 12.31s/it]
 57%|███████████████████████████████████                          | 115/200 [22:08<16:50, 11.89s/it]
 58%|███████████████████████████████████▍                         | 116/200 [22:20<16:32, 11.81s/it]
 58%|███████████████████████████████████▋                         | 117/200 [22:29<15:23, 11.13s/it]
 59%|███████████████████████████████████▉                         | 118/200 [22:41<15:24, 11.27s/it]
 60%|████████████████████████████████████▎                        | 119/200 [22:56<16:33, 12.26s/it]
 60%|████████████████████████████████████▌                        | 120/200 [23:09<16:50, 12.64s/it]
 60%|████████████████████████████████████▉                        | 121/200 [23:25<17:58, 13.65s/it]
